,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,image_name
3065,1,0,0,0,2,1,5,14,64,2,2,0,11,0,0,2,0,cs10466482144536173671.png
3066,0,0,1,1,5,3,0,14,88,4,10,6,11,1,0,0,2,cs10466534839727002894.png
3067,1,0,1,0,13,2,1,14,67,1,5,1,8,4,1,1,2,cs10466560443763853254.png
3068,0,0,0,1,11,2,4,2,95,1,0,6,10,0,0,1,2,cs10466939572436840219.png
3069,1,0,0,0,8,0,5,10,94,3,10,8,9,5,0,1,0,cs10467489735089449336.png
3070,1,1,1,1,4,2,6,9,109,0,6,2,11,5,0,1,1,cs10467585218834139847.png
3071,0,0,0,0,10,3,6,14,66,3,2,5,11,0,0,2,2,cs10467595453284544920.png
3072,1,0,2,0,11,1,5,8,66,1,9,3,1,5,0,0,0,cs10467670476198063413.png
3073,1,0,1,1,7,3,4,3,20,0,3,1,11,2,1,2,0,cs10468133423939373259.png
3074,1,1,0,0,2,3,0,14,102,0,6,1,1,0,1,2,1,cs10468319185744764866.png
3075,0,0,2,0,10,3,5,14,3,2,3,2,1,2,1,1,1,cs10468520046306474897.png
3076,1,0,2,1,3,3,0,12,73,2,2,1,2,5,0,2,1,cs10468832672547830731.png
3077,0,1,2,1,13,2,1,13,15,1,9,0,10,1,1,0,1,cs10469089010476950916.png
3078,1,0,2,0,3,2,5,12,96,0,7,6,11,2,2,2,1,cs10469280226233534955.png
3079,0,0,2,1,3,3,4,14,57,0,6,8,10,5,0,0,2,cs10469288343204575838.png
3080,0,0,0,0,8,1,3,14,59,0,1,8,11,5,1,0,0,cs10469398243048467288.png
3081,0,1,2,0,5,1,5,1,88,1,7,5,11,3,1,1,0,cs10469462824542110410.png
3082,0,0,1,0,8,2,5,14,16,4,7,8,11,1,0,0,2,cs10469512289561509014.png
3083,0,1,2,0,11,0,0,14,16,4,0,0,0,6,2,2,1,cs10469698358679191997.png
3084,0,0,0,0,10,3,0,14,12,2,3,2,9,5,2,2,2,cs10469732088113614676.png
3085,0,0,0,0,3,2,0,14,25,0,9,6,5,2,0,0,0,cs10470110901021192821.png
3086,0,1,2,0,1,2,2,14,59,0,2,2,11,0,1,1,0,cs10470129806248074901.png
3087,0,1,1,1,5,3,3,14,38,2,9,1,11,0,2,2,1,cs10470224527030840444.png
3088,0,0,0,1,3,2,3,14,48,3,6,0,6,1,1,0,0,cs10470294313992841500.png
3089,0,1,1,0,11,3,3,12,43,1,9,0,11,5,2,1,1,cs10470354116466268864.png
3090,1,0,2,1,13,2,0,7,54,1,1,5,10,3,1,2,1,cs10470404478135601232.png
3091,0,1,0,0,3,2,6,10,57,3,10,3,2,5,0,1,2,cs10470699039487038013.png
3092,0,1,1,0,13,0,0,13,36,2,9,2,6,5,2,0,1,cs10470815959693214533.png
3093,0,1,2,0,1,2,5,14,25,2,6,7,0,2,0,2,0,cs10470853954031359961.png
3094,1,0,0,1,4,2,2,14,30,3,10,2,8,3,0,2,1,cs10471085854542768391.png
3095,0,0,2,0,9,1,0,14,102,3,8,1,11,6,0,0,0,cs10471172836118213834.png
3096,0,1,0,1,2,2,4,1,22,1,10,1,0,0,0,1,1,cs10471409968048586089.png
3097,0,1,0,1,12,2,4,2,43,3,7,5,11,1,2,1,1,cs10471538737207564822.png
3098,0,1,0,0,3,3,0,2,52,4,6,0,11,6,1,2,2,cs10471862281176649693.png
3099,1,0,0,0,10,1,2,13,18,1,1,5,7,2,0,2,0,cs10472093856047468509.png
3100,0,0,1,1,6,0,4,14,66,0,10,9,11,2,0,0,1,cs10472220811414177401.png
3101,0,0,1,1,13,2,3,7,3,0,10,6,11,3,1,1,1,cs10472278832834689025.png
3102,1,0,1,1,0,1,5,12,19,1,3,8,11,3,2,0,1,cs10472450141647458196.png
3103,0,0,0,0,4,1,4,0,36,1,5,1,11,3,2,0,0,cs10472828384974657688.png
3104,0,0,0,1,0,1,0,14,59,0,1,5,9,4,1,2,2,cs10472872866781821623.png
3105,0,0,2,0,12,3,6,5,85,0,4,4,11,6,0,0,2,cs10472946365052180966.png
3106,1,0,0,0,12,3,6,14,86,4,1,1,11,6,1,0,2,cs10472994619786588060.png
3107,1,0,2,0,4,0,4,14,81,1,9,7,2,3,0,2,2,cs1047314533842981797.png
3108,0,1,0,0,2,2,6,13,107,4,7,8,11,4,2,0,1,cs10473180951755040277.png
3109,0,0,2,0,11,0,4,13,54,0,6,6,11,0,0,0,2,cs10473410267773496286.png
3110,1,0,2,1,7,1,4,6,39,3,4,3,8,1,0,1,1,cs10473570599124087749.png
3111,1,0,2,0,0,1,0,4,28,1,7,2,11,4,2,2,2,cs10473750479733427642.png
3112,0,0,2,0,10,1,0,14,66,4,0,5,2,5,0,1,0,cs10474080874873435422.png
3113,1,0,0,0,8,1,0,14,81,4,3,1,3,4,2,1,0,cs10474348064691984512.png
3114,1,1,0,1,10,0,0,9,76,1,6,9,2,4,2,1,0,cs10474367975891171755.png
3115,0,1,2,0,8,2,2,14,71,3,3,7,10,6,0,1,1,cs10474709152335395621.png
3116,0,0,0,0,0,0,6,8,65,4,6,7,11,1,1,0,1,cs10474903524141535775.png
3117,1,1,1,1,12,2,4,13,51,4,9,5,1,6,0,1,1,cs10474986585362938532.png
3118,0,1,1,1,7,2,1,14,64,4,10,3,11,1,1,0,1,cs10475215481900978821.png
3119,0,0,1,0,6,1,1,2,81,3,0,2,4,6,2,2,1,cs10475411836614774525.png
3120,0,1,0,1,1,0,5,14,40,0,3,4,11,2,1,1,0,cs10475549541830172328.png
3121,1,0,2,0,1,1,2,14,87,1,3,9,11,2,2,2,0,cs10475729649968954103.png
3122,0,0,0,0,6,0,2,14,62,4,10,6,2,4,2,2,1,cs10475974500976935352.png
3123,1,1,1,1,9,1,5,14,92,2,5,8,3,5,1,2,0,cs10476065677148380082.png
3124,0,0,0,1,9,2,4,13,100,2,0,4,3,2,2,0,1,cs10476199100416827825.png
3125,1,1,0,1,4,1,2,14,95,4,8,2,11,2,1,0,0,cs10476407048103608773.png
3126,1,1,2,0,13,0,5,14,41,4,6,3,7,3,0,2,0,cs10476534330787045560.png
3127,0,0,0,1,12,0,5,14,97,2,6,1,10,2,1,1,2,cs10476654861913989126.png
3128,1,1,0,1,6,2,4,7,73,1,9,7,11,5,1,1,1,cs10476791074890567441.png
3129,1,1,0,0,11,2,5,14,109,0,3,5,11,2,1,1,1,cs10476981637784136924.png
3130,1,1,1,1,13,2,5,14,32,0,7,9,11,0,2,2,1,cs10477024217805320979.png
3131,0,1,2,0,11,0,1,11,27,3,8,0,11,2,1,1,0,cs10477055625520376009.png
3132,1,1,0,1,8,0,4,14,73,4,0,0,3,1,2,1,1,cs10477184513720133499.png
3133,1,1,1,0,7,1,2,14,69,1,1,1,0,2,0,1,1,cs10477197185904811597.png
3134,0,0,1,1,12,2,6,14,40,4,7,6,2,3,2,0,2,cs10477313749696567352.png
3135,0,1,2,1,13,0,3,5,31,3,6,0,0,5,0,0,2,cs10477363954722326004.png
3136,0,0,0,0,12,1,2,14,70,1,7,2,11,6,0,1,2,cs10477377941374634345.png
3137,0,1,2,0,11,1,4,0,104,2,2,5,10,4,2,1,1,cs1047740370290686753.png
3138,0,0,1,0,11,2,5,5,105,0,1,3,8,6,0,2,0,cs10477444020480576551.png
3139,0,0,2,1,2,2,6,14,103,4,7,2,11,1,0,2,2,cs10477693198409394685.png
3140,1,1,2,1,8,0,4,14,94,1,10,2,3,3,1,2,2,cs10477924692763726656.png
3141,0,1,1,0,0,0,5,6,10,3,5,0,1,0,1,1,0,cs10477955274697445831.png
3142,0,0,0,0,0,2,1,6,20,0,7,2,11,3,1,0,1,cs10478058320776181705.png
3143,1,0,2,1,6,1,2,3,71,3,3,2,11,0,2,0,2,cs10478151047665529005.png
3144,1,0,2,1,2,1,0,3,18,2,10,7,11,4,2,1,2,cs10478181363169911416.png
3145,1,0,2,0,10,1,1,14,82,0,9,4,0,5,1,0,2,cs1047831947980200554.png
3146,1,0,0,1,10,3,3,14,101,0,8,3,3,4,1,2,0,cs10478813662644811127.png
3147,1,0,2,0,10,0,5,14,55,2,2,5,8,0,0,2,1,cs1047922307003744926.png
3148,1,0,1,1,4,2,1,14,7,3,3,2,11,6,0,1,1,cs10479563199455233116.png
3149,1,1,2,0,6,3,1,14,31,1,6,7,11,3,1,1,2,cs10479616208032383506.png
3150,1,0,1,1,8,2,2,14,36,3,0,4,11,3,0,0,0,cs10479836600120280303.png
3151,1,1,0,1,6,0,0,8,27,1,0,8,10,2,2,2,1,cs10479979983638819202.png
3152,1,1,2,1,8,3,6,9,104,0,7,2,11,1,2,1,0,cs10480195609539440692.png
3153,0,0,1,1,8,2,1,14,70,0,5,8,10,6,1,1,2,cs10480454011792350196.png
3154,0,0,0,0,8,2,4,9,71,4,7,9,11,2,2,0,0,cs10480496552383083819.png
3155,1,1,0,0,7,3,1,5,7,2,2,0,11,5,0,0,1,cs1048082295292904049.png
3156,0,1,2,0,1,2,5,14,88,1,9,2,4,0,1,0,0,cs10480893066092480136.png
3157,1,0,0,0,6,2,1,1,100,0,4,3,11,4,2,2,0,cs10481067702709878661.png
3158,1,0,1,0,9,2,3,8,62,2,5,9,11,5,0,0,2,cs10481111232002100932.png
3159,0,1,0,0,10,2,2,14,110,2,10,0,5,4,2,0,1,cs10481278775854144068.png
3160,0,1,0,1,1,3,5,8,104,3,6,0,11,0,1,0,2,cs10481364437531282689.png
3161,0,1,1,1,0,3,3,5,80,1,7,5,8,4,0,0,0,cs10481366574860613878.png
3162,0,0,1,0,11,1,6,14,41,1,8,0,11,4,0,1,2,cs10481891261194706910.png
3163,1,1,1,0,2,0,5,14,35,1,2,8,11,4,0,1,2,cs10482027638548795361.png
3164,0,0,1,0,8,0,3,14,62,2,8,6,11,6,0,1,2,cs10482383848225144714.png
3165,1,0,1,0,0,1,2,0,38,4,1,5,11,2,1,2,2,cs10482412344294561734.png
3166,0,0,0,1,11,3,4,1,7,2,9,0,11,1,2,2,0,cs10482705290075205281.png
3167,1,0,1,1,13,1,1,14,59,2,0,5,8,3,1,2,1,cs10482896216568932966.png
3168,0,1,1,0,2,0,6,14,109,4,2,7,0,4,2,2,1,cs10483027042754596363.png
3169,1,0,0,0,8,1,2,1,101,0,7,2,11,3,2,1,0,cs10483044084373054292.png
3170,1,1,0,1,1,0,1,14,19,0,10,9,11,1,1,0,2,cs10483184010934622256.png
3171,1,1,1,0,0,2,4,6,26,3,5,5,8,3,1,2,0,cs10483198286645521231.png
3172,1,0,1,0,12,3,0,14,77,1,2,0,6,1,2,0,1,cs10483252604084850269.png
3173,0,0,1,0,5,3,5,1,46,4,1,1,4,3,0,1,0,cs10483326633582544688.png
3174,1,1,2,1,3,3,6,14,10,1,6,0,9,6,0,2,2,cs10483571167497198066.png
3175,0,1,1,1,7,1,3,7,3,1,1,1,11,0,2,2,1,cs1048361127026374650.png
3176,0,0,0,0,13,0,1,14,77,0,0,5,11,5,1,0,0,cs10483782553071879897.png
3177,1,0,1,0,7,1,2,14,40,1,0,8,7,1,0,1,0,cs1048392940779812096.png
3178,0,0,1,1,2,3,0,14,78,1,1,6,11,0,1,0,1,cs10484139301182871237.png
3179,0,1,0,1,9,3,5,14,14,1,8,1,11,4,1,1,0,cs10484296490409776514.png
3180,0,0,1,0,6,2,3,11,75,3,4,1,11,4,2,2,0,cs10484399946767907401.png
3181,1,1,2,0,8,1,4,10,75,2,1,1,11,5,2,0,1,cs10484412315116988326.png
3182,0,1,0,1,5,3,0,2,42,0,7,8,2,3,1,1,0,cs10484568986947241990.png
3183,0,1,2,0,0,2,2,14,69,2,10,4,11,3,0,2,2,cs10484598713954945353.png
3184,1,0,0,0,4,2,2,14,107,0,7,5,11,5,1,1,2,cs10484661358691990586.png
3185,0,1,1,1,1,0,4,10,32,2,4,2,11,0,0,0,1,cs10484748357526607001.png
3186,1,0,2,1,4,3,6,3,26,0,1,0,1,2,0,2,2,cs10484796403935426379.png
3187,1,1,2,0,7,2,5,14,24,3,10,4,0,1,2,0,1,cs1048486361028912.png
3188,0,0,2,0,7,2,5,14,36,4,0,2,11,6,2,1,2,cs10484891494016544692.png
3189,1,1,0,0,2,3,1,14,101,2,6,6,11,4,0,0,0,cs10484915205461476974.png
3190,1,0,2,0,8,1,3,10,89,1,8,7,11,6,0,2,0,cs10484918663877878835.png
3191,0,0,1,1,6,1,0,3,84,1,3,5,5,0,1,0,1,cs1048508920001278357.png
3192,0,1,0,1,13,3,1,7,77,3,10,3,11,4,0,2,0,cs10485287302316634639.png
3193,1,0,1,0,7,1,4,6,90,4,1,5,3,4,1,2,1,cs10485371831663550640.png
3194,0,0,2,1,6,2,4,1,22,0,3,5,3,5,1,1,2,cs10485414752887626470.png
3195,0,1,1,0,6,1,6,0,36,1,4,6,6,6,0,1,2,cs1048543975810616006.png
3196,0,1,2,0,9,2,4,6,57,3,6,8,1,1,1,2,1,cs1048546806282857542.png
3197,0,0,1,1,5,0,5,2,43,1,5,2,0,0,0,2,1,cs10485754577237186350.png
3198,0,0,0,1,10,2,3,5,101,3,7,6,5,5,1,2,2,cs10486305449313607921.png
3199,1,1,2,1,12,2,5,7,89,0,3,1,11,1,2,2,1,cs10486421165438432401.png
3200,0,1,0,1,6,2,2,0,45,3,8,9,0,2,2,0,2,cs10486487190583280917.png
3201,1,0,0,0,1,1,5,7,37,2,0,7,11,2,1,0,0,cs10486514763087025211.png
3202,1,0,1,0,11,3,6,14,104,0,9,1,7,5,0,0,1,cs10486563703500148679.png
3203,0,0,0,0,6,1,0,14,19,3,8,3,4,6,2,2,1,cs10486588180002333263.png
3204,0,0,2,0,6,2,0,9,30,4,7,5,5,3,0,2,1,cs10486737947199559674.png
3205,1,0,0,1,3,0,4,1,3,3,5,8,11,1,2,0,2,cs10486812354267761936.png
3206,1,1,0,1,6,3,2,4,61,1,7,7,11,3,0,2,1,cs10486920216260039123.png
3207,0,1,1,1,1,2,2,13,55,2,1,5,2,3,0,1,1,cs10487051983268245149.png
3208,0,0,2,1,11,2,3,11,20,4,9,8,11,6,2,1,0,cs1048722421545225409.png
3209,1,0,2,0,2,2,4,14,40,3,7,7,11,0,0,1,1,cs10487491487066502286.png
3210,1,0,0,0,10,1,0,14,51,2,9,1,11,1,2,0,2,cs10487500538185241658.png
3211,1,0,0,1,12,2,6,8,6,1,2,3,11,4,0,0,2,cs10487550640245976972.png
3212,1,1,1,1,4,2,1,14,71,4,3,0,11,4,1,2,1,cs10487605256156540826.png
3213,0,1,0,1,11,1,0,14,109,1,2,3,11,2,1,2,0,cs10488038065273474021.png
3214,1,0,2,0,10,2,1,14,96,4,6,9,1,0,2,0,2,cs10488344736242399489.png
3215,1,1,2,0,13,0,0,14,4,1,10,1,1,0,2,2,2,cs10488423271378491645.png
3216,0,1,1,1,10,3,6,5,100,4,10,9,6,1,0,2,2,cs10488468197601385001.png
3217,1,1,1,1,0,1,0,14,59,0,10,7,11,5,1,1,2,cs10488882537373888791.png
3218,0,1,0,0,2,0,2,14,59,4,9,2,4,0,1,0,2,cs10488916315706950755.png
3219,1,1,1,1,7,0,5,12,53,2,2,5,11,6,0,1,0,cs10489121528692593529.png
3220,0,0,1,0,8,3,0,13,95,4,9,8,11,2,0,0,2,cs10489192558968470981.png
3221,1,0,1,1,2,1,3,14,33,1,5,7,11,0,2,1,0,cs1048943319630377236.png
3222,1,1,0,1,9,2,2,2,30,3,10,1,11,3,0,2,0,cs10489524229064050261.png
3223,1,1,2,1,6,1,3,6,96,3,10,0,11,4,0,1,0,cs1048968168920688323.png
3224,1,0,2,1,2,3,5,9,54,0,10,1,10,3,2,2,2,cs10489696625405524915.png
3225,1,0,0,1,13,0,2,7,90,3,10,6,3,1,0,1,2,cs1049003547162441050.png
3226,0,1,1,0,2,3,4,14,3,3,4,2,6,2,0,1,1,cs10490071096903975079.png
3227,1,0,0,0,1,2,5,14,63,4,9,0,11,2,2,2,2,cs10490111364302576397.png
3228,0,0,2,1,3,0,2,14,26,4,2,0,11,6,1,1,1,cs10490206155646672410.png
3229,1,1,2,0,11,2,4,5,9,3,7,9,11,1,1,0,1,cs10490221327635940150.png
3230,1,1,2,1,11,1,5,6,11,0,7,2,0,0,0,1,1,cs10490420450955317225.png
3231,1,1,0,1,1,2,3,14,54,0,10,7,9,6,1,1,2,cs1049059213400597463.png
3232,0,1,2,1,7,1,2,0,0,2,10,7,10,4,0,1,0,cs1049078764948515846.png
3233,1,0,1,0,7,0,1,12,44,1,0,2,5,4,0,1,0,cs10490921552285307865.png
3234,1,1,1,0,9,2,1,13,7,2,2,8,11,3,2,1,1,cs10490955205057922171.png
3235,0,1,0,1,0,0,1,4,53,2,4,6,11,6,1,0,2,cs10490959393931140842.png
3236,1,1,0,0,9,0,6,10,107,3,5,9,1,1,1,0,0,cs10490970417796245540.png
3237,0,1,2,1,7,0,1,8,81,0,2,4,11,6,2,0,1,cs10491249597877346107.png
3238,0,0,1,1,0,3,1,3,59,3,5,4,11,5,2,2,2,cs10491392974846440313.png
3239,0,1,0,0,13,3,0,11,62,2,4,2,6,2,2,1,1,cs10491398091246523247.png
3240,0,1,1,1,13,1,6,3,22,3,2,0,4,6,2,0,1,cs10491651636921897459.png
3241,1,1,0,0,13,3,5,14,24,1,4,2,1,6,1,1,1,cs10491687373969240226.png
3242,1,0,0,1,3,0,5,11,62,0,7,1,11,1,1,1,2,cs10491707893974544822.png
3243,0,0,1,1,1,2,4,3,68,3,8,0,9,2,0,2,1,cs1049189042161495776.png
3244,0,0,2,1,4,2,3,2,18,3,5,2,11,0,1,0,1,cs10491938070239774126.png
3245,1,0,2,1,0,3,2,2,4,0,6,0,8,1,0,0,1,cs10491995491594815886.png
3246,1,1,1,1,9,1,3,6,86,0,7,4,5,1,0,1,2,cs10492049819667365840.png
3247,0,0,2,1,0,3,2,14,20,1,4,0,0,3,1,1,1,cs10492055262122193668.png
3248,0,1,1,1,8,1,4,3,90,1,4,4,11,3,2,2,0,cs104924347815727490.png
3249,0,1,2,0,9,2,2,14,103,1,8,8,11,1,2,2,2,cs10492501116560948926.png
3250,0,0,1,1,9,2,4,14,50,1,0,7,11,6,1,0,2,cs1049282699247966419.png
3251,1,1,1,1,5,2,4,13,5,2,1,0,11,3,0,2,2,cs10492987384768757199.png
3252,1,0,0,0,1,2,6,14,15,2,2,9,11,3,1,1,1,cs10492988224276994847.png
3253,0,0,0,1,5,2,4,14,31,3,0,0,7,2,0,0,2,cs10493686446359497945.png
3254,0,0,0,0,10,2,1,13,61,0,2,7,11,0,1,2,2,cs10493737014786740123.png
3255,1,0,1,1,1,0,1,6,9,2,4,4,11,0,2,1,0,cs10493860299045096124.png
3256,1,0,2,1,9,3,3,3,31,2,5,2,11,2,0,1,0,cs10494072944799641743.png
3257,1,0,0,0,0,1,1,14,82,3,2,6,1,3,0,0,2,cs10494236541100855732.png
3258,1,0,0,0,9,3,6,9,69,4,6,1,11,0,1,1,1,cs10494277001724949265.png
3259,0,1,2,1,2,3,1,5,42,0,3,2,5,6,1,2,0,cs10494748454576933533.png
3260,0,0,0,1,9,3,5,7,32,4,9,1,5,5,2,2,1,cs10494811494519175621.png
3261,1,0,0,1,11,2,0,14,80,1,3,6,11,4,0,1,0,cs10494922750679458923.png
3262,1,1,0,0,3,1,0,14,103,4,2,1,2,4,1,2,0,cs10495214286929949278.png
3263,0,0,2,1,4,2,1,4,0,4,7,1,0,2,2,0,0,cs10495352003013515469.png
3264,0,0,0,1,1,3,1,2,55,0,4,5,8,6,0,2,0,cs10495379838385074928.png
3265,0,0,1,0,8,1,2,14,72,1,8,6,11,6,1,0,0,cs10495409797209283630.png
3266,1,1,0,0,7,3,1,14,110,4,2,8,10,3,1,0,1,cs10495754942523299682.png
3267,1,0,0,1,4,1,4,0,93,1,2,6,7,2,0,2,0,cs10495798550143798210.png
3268,0,1,1,0,1,3,4,14,25,4,4,9,10,3,1,1,2,cs10496218635909834872.png
3269,0,0,0,0,7,3,2,12,65,0,0,8,11,2,2,2,0,cs10496223017546810487.png
3270,0,1,1,0,10,0,4,14,30,1,6,9,11,6,2,1,2,cs10496549785459296847.png
3271,1,1,1,1,4,2,5,14,2,3,8,4,11,4,1,2,1,cs10496605431161322844.png
3272,1,1,2,0,6,3,3,5,3,2,7,4,1,0,1,2,2,cs10496606129569879215.png
3273,1,1,2,1,10,3,5,5,15,1,3,1,2,6,2,1,1,cs10496745250135416804.png
3274,1,1,2,0,10,2,6,14,102,1,10,0,5,3,2,0,1,cs104968955657654599.png
3275,1,0,0,0,13,0,2,14,14,3,0,9,11,6,0,0,1,cs10497074398658600598.png
3276,1,0,2,1,9,3,3,10,20,2,4,8,9,3,0,2,2,cs1049727276911198886.png
3277,0,1,1,0,0,2,6,14,39,0,7,3,11,0,1,2,1,cs10497531357246256109.png
3278,0,1,1,1,5,3,1,11,73,3,6,4,11,5,2,2,1,cs10497603977429199011.png
3279,1,1,0,1,12,2,3,0,73,2,3,1,0,1,2,2,2,cs10497634233692504766.png
3280,1,0,1,1,6,2,0,14,52,2,7,0,0,4,1,1,1,cs1049796601432644911.png
3281,0,0,2,1,11,3,6,13,42,2,7,4,11,2,1,0,1,cs10497996350262770597.png
3282,1,1,2,1,12,2,1,14,18,4,8,8,11,2,0,2,0,cs10498010433562827849.png
3283,0,1,0,0,10,2,0,3,24,1,0,1,1,5,2,0,0,cs10498385448076352206.png
3284,1,0,2,1,4,2,0,14,19,2,4,0,11,6,2,0,2,cs104983947614280485.png
3285,1,1,0,0,4,1,4,8,103,3,4,7,11,2,0,0,0,cs10498706872159553732.png
3286,1,1,0,0,0,1,6,14,81,2,8,0,11,5,0,2,0,cs10498950559383731791.png
3287,1,0,1,1,8,3,0,12,62,2,3,8,10,5,1,1,1,cs10499232554876135622.png
3288,0,1,2,1,12,3,6,14,16,0,3,2,11,1,2,2,0,cs10499305174158668398.png
3289,1,1,0,0,11,0,5,14,32,1,8,3,11,5,2,1,0,cs10499447978989562833.png
3290,1,0,2,0,9,1,3,14,89,2,8,0,11,4,0,2,0,cs10499712808427310585.png
3291,0,1,1,0,5,3,5,14,40,0,10,2,4,0,0,2,1,cs10499824305093890075.png
3292,1,1,2,0,0,0,4,14,7,4,5,5,4,2,0,2,2,cs10500069059510587564.png
3293,0,1,0,0,9,3,5,14,4,3,1,0,10,4,0,0,1,cs10500431556051205806.png
3294,1,1,1,0,10,1,6,14,7,2,5,3,4,3,1,1,1,cs10500469620196991754.png
3295,0,0,1,1,11,1,3,7,44,0,3,2,0,1,2,1,0,cs10500706813091062922.png
3296,1,0,2,0,0,0,0,14,15,1,8,8,11,1,0,2,0,cs10500771724998728644.png
3297,0,0,0,1,3,3,2,4,99,1,6,3,11,0,1,1,0,cs10500896114601376344.png
3298,1,1,2,0,12,2,6,14,26,2,0,3,9,2,0,1,0,cs10500948822797699304.png
3299,1,1,1,1,11,1,0,3,71,1,10,1,5,2,1,2,2,cs10501082147109960706.png
3300,1,1,0,0,3,1,3,0,18,1,2,9,11,3,2,1,2,cs10501168776989678171.png
3301,0,1,1,0,10,1,2,11,57,1,7,4,11,5,0,2,2,cs10501261498860496786.png
3302,0,0,2,1,10,0,1,5,74,4,10,5,6,0,0,1,1,cs10501284443637528888.png
3303,1,1,0,0,13,1,5,14,97,4,9,3,6,5,0,1,0,cs105013173991731446.png
3304,1,1,1,0,4,3,2,3,86,4,9,1,5,3,0,1,0,cs10501405758919233019.png
3305,1,0,1,0,13,2,1,0,47,0,4,4,11,6,1,0,0,cs10501416442815283760.png
3306,0,0,1,0,8,2,3,14,19,4,6,3,5,0,1,1,0,cs10501601704202430875.png
3307,1,0,0,0,9,2,0,14,51,4,2,8,9,5,1,1,0,cs1050164389955790771.png
3308,0,0,2,1,5,3,6,14,35,1,2,9,11,4,0,1,0,cs10501876200076242728.png
3309,1,1,0,1,9,0,2,14,97,1,4,3,1,3,0,1,1,cs10501922393764180689.png
3310,0,1,1,1,10,0,1,13,102,2,1,2,4,3,1,0,0,cs10501993367476535443.png
3311,1,1,1,0,4,2,1,7,59,1,0,7,1,1,2,2,2,cs10502169162078023761.png
3312,1,1,2,1,11,0,2,3,52,2,7,1,4,5,1,1,0,cs1050236292455720718.png
3313,1,0,2,0,7,1,0,14,103,3,3,1,11,2,2,2,0,cs10502390665849979494.png
3314,1,1,2,1,1,1,2,14,71,1,2,4,11,4,2,0,0,cs10502683048904857838.png
3315,0,0,1,1,2,0,5,6,106,1,8,1,11,4,1,0,0,cs10503036189771823080.png
3316,1,1,0,0,7,0,3,14,44,2,0,6,7,2,0,2,1,cs10503059262472390226.png
3317,1,0,0,1,3,3,1,11,56,4,4,1,9,4,2,0,1,cs10503409716530427127.png
3318,1,1,0,0,9,1,1,14,63,2,3,4,11,6,0,2,1,cs10503662069087736539.png
3319,0,0,2,1,1,2,5,14,39,2,2,3,11,6,1,2,0,cs10503697964672020758.png
3320,0,0,1,1,7,0,6,12,98,2,0,3,8,1,1,1,0,cs10503806374972688910.png
3321,1,1,2,1,10,3,1,5,96,3,3,7,11,5,1,1,0,cs10503825414294407591.png
3322,1,1,0,1,13,2,2,14,107,2,4,2,11,5,1,1,0,cs10503888164666301498.png
3323,0,0,0,0,2,1,1,12,64,0,10,1,4,3,0,0,0,cs10504022229818051631.png
3324,1,0,0,0,9,1,0,14,5,1,8,0,11,3,0,1,1,cs10504178650817343048.png
3325,0,0,0,1,2,2,3,6,110,2,0,0,11,0,0,2,1,cs1050421449947703935.png
3326,1,0,2,1,7,3,2,8,85,4,1,7,1,2,1,1,2,cs10504296640843154894.png
3327,1,1,1,1,4,3,6,8,29,1,6,3,11,3,2,1,1,cs10504324561774970760.png
3328,0,1,0,1,4,3,0,1,10,2,10,0,11,5,0,2,1,cs10504401362458638488.png
3329,0,1,0,0,5,3,0,12,98,3,9,0,11,0,2,2,0,cs10504438779410513242.png
3330,0,1,2,0,11,2,6,14,98,3,10,4,11,4,1,0,0,cs10504537856205466477.png
3331,1,0,2,0,6,1,5,8,110,2,5,6,11,3,2,2,1,cs10504548379872179956.png
3332,1,1,0,1,12,2,4,14,3,2,9,9,11,4,1,2,1,cs1050459012680730451.png
3333,0,1,0,1,11,2,0,11,43,3,10,9,10,5,0,2,1,cs10504702960309789376.png
3334,1,1,1,0,6,3,0,14,44,4,2,9,11,0,2,0,2,cs10504725580367314862.png
3335,0,0,2,1,0,0,0,10,80,3,10,5,11,4,2,2,2,cs10504792940861384831.png
3336,0,0,1,1,6,2,6,14,92,2,1,4,11,4,0,2,2,cs10504830165794898578.png
3337,0,1,2,1,4,2,1,7,2,4,2,1,9,0,0,2,1,cs10504841613335206936.png
3338,1,0,2,0,11,2,1,3,91,0,10,7,11,2,2,0,1,cs10505043947755400595.png
3339,1,1,2,1,0,3,5,13,8,0,6,7,11,6,0,0,0,cs10505050818099049358.png
3340,0,1,0,1,11,1,4,14,48,0,6,0,11,0,0,2,2,cs10505200850759591916.png
3341,0,1,2,1,2,2,0,1,102,0,1,9,11,0,2,1,1,cs10505283055386182217.png
3342,1,0,2,0,11,2,2,14,73,1,5,0,1,1,0,1,1,cs10505423446033972537.png
3343,0,1,2,0,4,3,2,8,99,0,2,2,3,2,1,2,0,cs1050548226647171438.png
3344,1,0,1,1,2,3,0,12,73,2,0,9,11,2,0,0,0,cs10505533184134692927.png
3345,0,1,0,0,5,3,2,7,45,2,6,6,11,1,1,2,1,cs10505635117358436450.png
3346,1,1,1,1,6,3,1,14,14,4,5,5,5,5,0,1,0,cs10505671587554090673.png
3347,1,1,2,0,0,2,2,14,33,3,6,9,1,5,0,0,2,cs10505702260176044606.png
